Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;Формат;Дата первого прихода;Поставщик;Код цены;Отделка;Наличие текста;Количество в упаковке;Лицензия;Розничная цена;Оптовая цена;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
6b25d1b5-d60d-11df-bc68-e0cb4ecb44d2;02,150,16;Фрукты;Фрукты;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402150.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402150.back.jpg;29;плакат А2;05.10.2010;Империя поздравлений ООО;941;без отделки;нет;10;;46;22,5;Школьные плакаты и для детского сада;Школа и детский сад;Открытки;;
6b25d1d5-d60d-11df-bc68-e0cb4ecb44d2;72,587,00;Приглашение;Приглашение;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860017772587.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860017772587.back.jpg;87;евро;05.10.2010;Империя поздравлений ООО;450;фольга;нет;10;;21;10,6;Приглашения официальные;Официальные;Открытки;;
daeff326-8217-11e1-b104-0018f3973852;31,224,00;С юбилеем!;С юбилеем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860013931224.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860013931224.back.jpg;17;максиформат;02.04.2012;Империя поздравлений ООО;870;блестки, конгрев;есть;10;;143;70,3;Юбилей;Поздравительные;Открытки;;
daeff324-8217-11e1-b104-0018f3973852;31,223,00;С юбилеем!;С юбилеем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011531223.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011531223.back.jpg;74;гигант;02.04.2012;Империя поздравлений ООО;770;фольга, конгрев;есть;10;;48;23,6;Юбилей;Поздравительные;Открытки;;
daeff322-8217-11e1-b104-0018f3973852;31,217,00;С юбилеем! 80 лет;С юбилеем! 80 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011531217.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011531217.back.jpg;33;гигант;02.04.2012;Империя поздравлений ООО;770;фольга, конгрев;есть;10;;48;23,6;Юбилей;Поздравительные;Открытки;;
c92f933a-8217-11e1-b104-0018f3973852;20,654,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011520654.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011520654.back.jpg;10;гигант с конвертом для денег;02.04.2012;Империя поздравлений ООО;770;фольга;есть;10;;48;23,6;Поздравляю (ем);Поздравительные;Открытки;;
c92f9338-8217-11e1-b104-0018f3973852;20,651,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011520651.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011520651.back.jpg;5;гигант с конвертом для денег;02.04.2012;Империя поздравлений ООО;770;цветные блестки;есть;10;;48;23,6;Поздравляю (ем);Поздравительные;Открытки;;
c92f9336-8217-11e1-b104-0018f3973852;12,149,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512149.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512149.back.jpg;49;гигант;02.04.2012;Империя поздравлений ООО;770;фольга, конгрев;есть;10;;48;23,6;С днем рождения;Поздравительные;Открытки;;
c92f9334-8217-11e1-b104-0018f3973852;12,140,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512140.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512140.back.jpg;49;гигант;02.04.2012;Империя поздравлений ООО;770;фольга, конгрев;есть;10;;48;23,6;С днем рождения;Поздравительные;Открытки;;
c92f9330-8217-11e1-b104-0018f3973852;12,132,00;Набор для проведения Дня рождения;Набор для проведения Дня рождения;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860036812132.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860036812132.back.jpg;11;набор/комплект;02.04.2012;Империя поздравлений ООО;988;без отделки;есть;1;;296;146;Наборы для праздника;Открытки;;;
c92f932e-8217-11e1-b104-0018f3973852;12,124,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512124.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512124.back.jpg;40;гигант;02.04.2012;Империя поздравлений ООО;770;фольга, конгрев;есть;10;;48;23,6;С днем рождения;Поздравительные;Открытки;;
c92f932c-8217-11e1-b104-0018f3973852;12,122,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512122.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512122.back.jpg;73;гигант;02.04.2012;Империя поздравлений ООО;770;фольга, конгрев;есть;10;;48;23,6;С днем рождения;Поздравительные;Открытки;;
bb6e0af8-8217-11e1-b104-0018f3973852;08,526,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508526.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508526.back.jpg;28;конверт для денег;02.04.2012;Империя поздравлений ООО;445;фольга;есть;10;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
bb6e0ae6-8217-11e1-b104-0018f3973852;08,490,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508490.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508490.back.jpg;9;конверт для денег;02.04.2012;Империя поздравлений ООО;445;цветные блестки;есть;10;;18;8,8;Конверты поздравления;Конверты для денег;Открытки;;
ce6254c2-588e-11e1-afb9-e0cb4ecb44d2;092.734;С днем рождения!;С днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460326277000992734.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460326277000992734.back.jpg;5;гигант;10.02.2012;Мир поздравлений ЗАО;770;цветные блестки+фольга;есть;10;;48;23,6;С днем рождения;Поздравительные;Открытки;;
bb6e0ace-8217-11e1-b104-0018f3973852;08,445,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808445.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808445.back.jpg;35;конверт для денег;02.04.2012;Империя поздравлений ООО;410;без отделки;есть;10;;13;6,5;Конверты с днем рождения;Конверты для денег;Открытки;;
bb6e0ac6-8217-11e1-b104-0018f3973852;04,062,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860073304062.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860073304062.back.jpg;27;гирлянда;02.04.2012;Империя поздравлений ООО;965;цветные блестки;;1;;180;88;Гирлянды поздравительные;Открытки;;;
bb6e0ac4-8217-11e1-b104-0018f3973852;02,296,00;Набор плакатов на выкуп невесты (3 вида;Набор плакатов на выкуп невесты (3 вида;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402296.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402296.back.jpg;39;плакат А2;02.04.2012;Империя поздравлений ООО;941;без отделки;есть;3;;46;22,5;Оформительские принадлежности;Свадебные аксессуары;Свадьба;;
bb6e0b02-8217-11e1-b104-0018f3973852;08,543,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508543.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508543.back.jpg;9;конверт для денег;02.04.2012;Империя поздравлений ООО;445;цветные блестки;есть;10;;18;8,8;Конверты поздравления;Конверты для денег;Открытки;;
bb6e0afe-8217-11e1-b104-0018f3973852;08,541,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508541.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508541.back.jpg;6;конверт для денег;02.04.2012;Империя поздравлений ООО;445;цветные блестки;есть;10;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
bb6e0af6-8217-11e1-b104-0018f3973852;08,525,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508525.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508525.back.jpg;4;конверт для денег;02.04.2012;Империя поздравлений ООО;445;фольга;есть;10;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
71616339-db3e-11df-aaf6-e0cb4ecb44d2;02,140,16;Английская азбука;Английская азбука;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402140.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402140.back.jpg;9;плакат А2;11.10.2010;Империя поздравлений ООО;941;без отделки;нет;10;;46;22,5;Школьные плакаты и для детского сада;Школа и детский сад;Открытки;;
7161633d-db3e-11df-aaf6-e0cb4ecb44d2;02,033,16;Английский алфавит;Английский алфавит;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402033.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402033.back.jpg;11;плакат А2;11.10.2010;Империя поздравлений ООО;941;без отделки;нет;10;;46;22,5;Школьные плакаты и для детского сада;Школа и детский сад;Открытки;;
71616351-db3e-11df-aaf6-e0cb4ecb44d2;065.653;Свидетельство первоклассника;Свидетельство первоклассника;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460326241000465653.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460326241000465653.back.jpg;33;грамота А4, диплом;11.10.2010;Мир поздравлений ЗАО;410;без отделки;нет;10;;13;6,5;Свидетельство;Выпускнику 2012;Школа и детский сад;Открытки;
daeff320-8217-11e1-b104-0018f3973852;31,216,00;С юбилеем! 75 лет;С юбилеем! 75 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011531216.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011531216.back.jpg;20;гигант;02.04.2012;Империя поздравлений ООО;770;фольга, конгрев;есть;10;;48;23,6;Юбилей;Поздравительные;Открытки;;
